,Label
"@suryaswamiji સ્વદેશી, સ્વચ્છતા, સંસ્કૃતિ, પશ્ચિમનું આંધળું અનુકરણ. નિસ્વાર્થ સેવા, દેશભક્તિ વ્યસનમુક્તિ !!!!!",Non-hostile
"ભારતીય જનતા યુવા - મોરચો, સુરત મહાનગર આયોજીત "" શહીદ દીન "" ની પૂર્વ સંધ્યાએ દેશભક્તિ ગીત "" એક શામ શહીદો કે નામ "" કાર્યક્રમ. https://t.co/YwC5zsmyq3",Non-hostile
"ભારતીય જનતા યુવા - મોરચો, સુરત મહાનગર આયોજીત "" શહદ દીન "" ની પૂર્વ સંધ્યાએ દેશભક્તિ ગીત "" એક શામ શહીદો કે નામ "" https://t.co/wvynoBBnBW",Non-hostile
"Old One
જગતઆખાની ચિંતા (આતંકવાદ, પાકિસ્તાન, દેશભક્તિ, મોદીની સ્પીચ, ડૉક્ટરની અપોઇન્ટમેન્ટ, ફોર્મ-16ની ઝેરોક્સ, પત્નીની નેઇલપોલિશ, દિકરાનું હેરકટિંગ વિગેરે) થોડીવાર માટે હવામાં ઓગળી જાય જ્યારે વોટ્સએપ નોટિફિકેશનમાં પહેલી લાઇન પૉપઅપ થાય....

'સુહાગરાત પર બીવી ને અપને પતિ સે કહા...",Non-hostile
૨૫. જય હો....(દેશભક્તિ) https://t.co/PtU1QLhbc7 via @YouTube,Non-hostile
"#એક_શામ_શહીદો_કે_નામ

ભાજપા યુવા મોરચો સુરત મહાનગર આયોજીત #શહીદદિન ની પૂર્વ સંધ્યાએ દેશભક્તિ ગીત "" એક શામ શહીદો કે નામ "" કાર્યક્રમ. https://t.co/6gFOUie5Ph",Non-hostile
ભારતીય જનતા પાર્ટી યુવા મોરચા દ્વારા આયોજિત 23 માર્ચ 2017 શહીદ દિન નિમિત્તે આપણા ભારત દેશ ના સપૂત વીર ના બલિદાન ને વ્યર્થ નહીં જવા દઈએ આવો બધા સાથે મળી ને આ વર્ષે પણ 22 માર્ચ ના રોજ સાંજે 07:30 કલાકે ભારતીય જનતા પાર્ટી યુવા મોરચા દ્વારા આયોજિત દેશભક્તિ ના રંગ માં રગાઈયે https://t.co/cZatPOkiKu,Non-hostile
"બહુ દેશભક્તિ ઉભરાઈ આવે તો નક્કી કરજો કે
(1) હું ગમે ત્યાં કચરો નહિ નાખું,
(2) કચરો કચરા પેટી માં જ નાખીશ,
(3) પાણી નો બચાવ કરીશ,
(4) રાષ્ટ્રગીત નું માન રાખીશ,
(5) દેશહીત માં જાતિવાદ ને જાકારો આપીશ. 

બાકી ખાલી ખાલી ફોટાઓ મોકલીને દેશભક્તિનો ડોળ કરવો નહિ. Jai Hind",Non-hostile
"દેશભક્તિ ગીત અને પુષ્પાંજલી કાયઁક્રમ:

સ્થળ- શહીદ ચૌક, વસ્ત્રાપુર તળાવ પાસે, વસ્ત્રાપુર

તારીખ - ૨૩મી માર્ચ ૨૦૧૮ શુક્રવાર 

સમય - સાંજે 5:30 કલાકે. https://t.co/CUYR332HLC",Non-hostile
"#એક_શામ_શહીદો_કે_નામ
ભારતીય જનતા યુવા - મોરચો, સુરત મહાનગર આયોજીત "" શહીદ દીન "" ની પૂર્વ સંધ્યાએ દેશભક્તિ ગીત "" એક શામ શહીદો કે નામ "" કાર્યક્રમ. @DrRutvij @jitu_vaghani @BJP4Gujarat https://t.co/HgOxIxMS04",Non-hostile
"ભારતીય જનતા યુવા - મોરચો, સુરત મહાનગર આયોજીત "" શહદ દીન "" ની પૂર્વ સંધ્યાએ દેશભક્તિ ગીત "" એક શામ શહીદો કે નામ "" કાર્યક્રમ. https://t.co/e4jcJFXYxf",Non-hostile
"ભારતીય જનતા યુવા - મોરચો, સુરત મહાનગર આયોજીત "" શહીદ દીન "" ની પૂર્વ સંધ્યાએ દેશભક્તિ ગીત "" એક શામ શહીદો કે નામ "" કાર્યક્રમ. https://t.co/CWeBpXQt8Q",Non-hostile
ટીચર્સની દેશભક્તિ સામે કર્યો સવાલ તો કોલેજમાંથી કાઢી મુકાઈ https://t.co/QwEqMjCZuF,Non-hostile
કોન્ગ્રેસ એજ દેશભક્તિ છે https://t.co/89172QGxgH,Non-hostile
"દેશમાં રાષ્ટ્રગીત, રાષ્ટ્રગાન, ત્રીરંગા પ્રત્યે માન લોકો જાળવી શકતા નથી, અને સરકારોની નીતિ અને કામકાજ પર લાંબુ ભાષણ આપવામાં તેમને દેશભક્તિ દેખાય છે. કયારેય કોઈ નાગરિકોએ દેશમાં નક્કી કરેલા કાયદા અને નાગરિક ફરજો ને યોગ્ય રીતે ન્યાય આપ્યો છે ? ના. માટે પહેલા આ વિશે વિચારો.",Non-hostile
सर्जिकल स्ट्राइक से न सिर्फ दुनिया ने मोदी सरकार की दृढ़ इच्छा शक्ति को स्वीकारा बल्कि उससे दुनिया का भारत को देखने का नज़रिया भी बदल गया। : श्री @AmitShahजी https://t.co/jkZmXVyG4j,Non-hostile
"વીરાંજલી દેશભક્તિ નો ડાયરો
૨૩ માર્ચ સાણંદ ઉપસ્થિત શ્રી #વિજયભાઈરૂપાણી જી... https://t.co/28FPZtQemH",Non-hostile
"@Bhavik141177 શુ કહેવું... માંડ માંડ લોકો માં દેશભક્તિ જાગી છે, એને કાઈ આજ કાલ ના પ્રેમ માટે કેવી રીતે જતી કરવી..",Non-hostile
"રેણુકા ચૌધરી ની જેમ નો હસવું જોઈએ દેશ દ્રોહી કહેવાય, પણ સ્મૃતિ ની જેમ હસવું દેશભક્તિ કેવાય: એક મોદી ભક્ત https://t.co/yFZsXTPzIy",Non-hostile
"હિંમતની કિંમત છે... મોદી સાહેબે હિંમત બતાવી માટે આ થયું. પણ એ તો પૂછો કોઈ કે આવી હિંમત કોણ બતાવી શકે ?
જેને અંતરમાં દેશભક્તિ હોય તે...",Non-hostile
એક શામ શહિદો કે નામ હળવદમાં સપ્તકલા દ્વારા દેશભક્તિ,Non-hostile
"જગતઆખાની ચિંતા (આતંકવાદ, પાકિસ્તાન, દેશભક્તિ, પપ્પાની દવા, ડૉક્ટરની અપોઇન્ટમેન્ટ, ફોર્મ-16ની ઝેરોક્સ, પત્નીની નેઇલપોલિશ, દિકરાનું હેરકટિંગ વિગેરે વિગેરે) થોડીવાર હવામાં ઓગળી જાય જ્યારે વોટ્સએપ નોટિફિકેશનમાં પહેલી લાઇન પોપઅપ થાય....

સુહાગરાત પર બીવી ને અપને પતિ સે કહા.....:-)",Non-hostile
ભજન સંધ્યા || Harsukhgiri Bapu - દેશભક્તિ ગીત | પુજ્ય મોરારિબાપુ,Non-hostile
सर्जिकल स्ट्राइक से न सिर्फ दुनिया ने मोदी सरकार की दृढ़ इच्छा शक्ति को स्वीकारा बल्कि उससे दुनिया का भारत को देखने का नज़रिया भी बदल गया। : श्री @AmitShah जी https://t.co/Tju46Aoj7D,Non-hostile
